topic,category,rank,paper_key,short_citation,title,authors,year,venue,paper_type,role_in_topic,source_or_lookup_url,confidence,notes
segmentation,organization,8,Zllei_2020,Zllei et al. (2020),Infant FreeSurfer: An automated segmentation and surface extraction pipeline for T1-weighted neuroimaging data of infants 0–2 years,Zllei et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116946,medium,auto 2020+; verify
segmentation,organization,9,Estrada_2023,Estrada et al. (2023),FastSurfer-HypVINN: Automated sub-segmentation of the hypothalamus and adjacent structures on high-resolutional brain MRI,Estrada et al.,2023,Imaging Neuroscience,modern method/tool (2020+),"modern method/tool (2020+, named)",https://doi.org/10.1162/imag_a_00034,medium,auto 2020+; verify
segmentation,organization,10,Pollak_2025,Pollak et al. (2025),"FastSurfer-LIT: Lesion inpainting tool for whole-brain MRI segmentation with tumors, cavities, and abnormalities",Pollak et al.,2025,Imaging Neuroscience,modern method/tool (2020+),"modern method/tool (2020+, named)",https://doi.org/10.1162/imag_a_00446,medium,auto 2020+; verify
segmentation,organization,11,Billot_2023,Billot et al. (2023),SynthSeg: Segmentation of brain MRI scans of any contrast and resolution without retraining,Billot et al.,2023,Medical Image Analysis,modern method/tool (2020+),"modern method/tool (2020+, named)",https://doi.org/10.1016/j.media.2023.102789,medium,auto 2020+; verify
segmentation,organization,12,Suh_2023,Suh et al. (2023),"Development and validation of a deep learning-based automatic segmentation model for assessing intracranial volume: comparison with NeuroQuant, FreeSurfer, and SynthSeg",Suh et al.,2023,Frontiers in Neurology,modern method/tool (2020+),"modern method/tool (2020+, named)",https://doi.org/10.3389/fneur.2023.1221892,medium,auto 2020+; verify
sensorimotor network,organization,1,Biswal_1995,Biswal et al. (1995),Functional connectivity in the motor cortex of resting human brain using echo-planar MRI,Biswal et al.,1995,Magnetic Resonance in Medicine,resting-state FC method,primary anchor / canonical method or dataset,https://doi.org/10.1002/mrm.1910340409,high,
sensorimotor network,organization,2,Power_2011,Power et al. (2011),Functional network organization of the human brain,Power et al.,2011,Neuron,network atlas / graph construction,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuron.2011.09.006,high,
sensorimotor network,organization,3,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,"validation, caveat, or task template",https://doi.org/10.1152/jn.00338.2011,high,
sensorimotor network,organization,4,Schaefer_2018,Schaefer et al. (2018),Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI,Schaefer et al.,2018,Cerebral Cortex,cortical parcellation,robustness / evaluation / cross-topic bridge,https://doi.org/10.1093/cercor/bhx179,high,
sensorimotor network,organization,5,Ciric_2017,Ciric et al. (2017),Benchmarking of participant-level confound regression strategies for the control of motion artifact in studies of functional connectivity,Ciric et al.,2017,NeuroImage,benchmark / denoising strategies,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2017.03.020,medium,
sensorimotor network,organization,6,Cassady_2020,Cassady et al. (2020),Network segregation varies with neural distinctiveness in sensorimotor cortex,Cassady et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116663,medium,auto 2020+; verify
sensorimotor network,organization,7,Qin_2021,Qin et al. (2021),Higher-order sensorimotor circuit of the brain's global network supports human consciousness,Qin et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.117850,medium,auto 2020+; verify
sensorimotor network,organization,8,Kearney_2023,Kearney et al. (2023),How the body remembers: Examining the default mode and sensorimotor networks during moral injury autobiographical memory retrieval in PTSD,Kearney et al.,2023,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2023.103426,medium,auto 2020+; verify
site effects,inference,1,Johnson_ComBat_2007,Johnson et al. (2007),Adjusting batch effects in microarray expression data using empirical Bayes methods,Johnson et al.,2007,Biostatistics,ComBat / batch effects,primary anchor / canonical method or dataset,https://doi.org/10.1093/biostatistics/kxj037,high,
site effects,inference,2,Fortin_ComBat_DTI_2017,Fortin et al. (2017),Harmonization of multi-site diffusion tensor imaging data,Fortin et al.,2017,NeuroImage,harmonization / ComBat,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2017.08.047,high,
site effects,inference,3,Fortin_ComBat_Cortical_2018,Fortin et al. (2018),Harmonization of cortical thickness measurements across scanners and sites,Fortin et al.,2018,NeuroImage,harmonization / ComBat,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2017.11.024,high,
site effects,inference,4,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41586-022-04492-9,high,
site effects,inference,5,Alfaro_UKB_QC_2018,Alfaro-Almagro et al. (2018),"Image processing and Quality Control for the first 10,000 brain imaging datasets from UK Biobank",Alfaro-Almagro et al.,2018,NeuroImage,dataset processing / QC pipeline,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2017.10.034,medium,
site effects,inference,6,Yu_2024,Yu et al. (2024),"Brain‐age prediction: Systematic evaluation of site effects, and sample age range and size",Yu et al.,2024,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.26768,medium,auto 2020+; verify
site effects,inference,7,Haast_2020,Haast et al. (2020),Effects of MP2RAGE B1+ sensitivity on inter-site T1 reproducibility and hippocampal morphometry at 7T,Haast et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117373,medium,auto 2020+; verify
sleep,phenotype,1,Tagliazucchi_Sleep_2014,Tagliazucchi et al. (2014),Large-scale brain functional modularity is reflected in slow electroencephalographic rhythms across the human non-rapid eye movement sleep cycle,Tagliazucchi et al.,2014,NeuroImage,sleep / fMRI-EEG connectivity,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2013.12.073,medium,
sleep,phenotype,2,Horovitz_Sleep_2009,Horovitz et al. (2009),Decoupling of the brain's default mode network during deep sleep,Horovitz et al.,2009,PNAS,sleep / default mode network,"pipeline, benchmark, or second anchor",https://doi.org/10.1073/pnas.0901435106,medium,
sleep,phenotype,3,Allen_DynFC_2014,Allen et al. (2014),Tracking whole-brain connectivity dynamics in the resting state,Allen et al.,2014,Cerebral Cortex,dynamic FC pipeline,"validation, caveat, or task template",https://doi.org/10.1093/cercor/bhs352,high,
sleep,phenotype,4,Hutchison_DynFC_2013,Hutchison et al. (2013),"Dynamic functional connectivity: promise, issues, and interpretations",Hutchison et al.,2013,NeuroImage,dynamic FC review / caveats,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2013.05.079,high,
sleep,phenotype,5,FieldTrip_2011,Oostenveld et al. (2011),"FieldTrip: Open source software for advanced analysis of MEG, EEG, and invasive electrophysiological data",Oostenveld et al.,2011,Computational Intelligence and Neuroscience,M/EEG pipeline / toolbox,additional pipeline/dataset/reference,https://doi.org/10.1155/2011/156869,medium,
sleep,phenotype,6,Picchioni_2022,Picchioni et al. (2022),Autonomic arousals contribute to brain fluid pulsations during sleep,Picchioni et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.118888,medium,auto 2020+; verify
sleep,phenotype,7,Ipia_2020,Ipia et al. (2020),Modeling regional changes in dynamic stability during sleep and wakefulness,Ipia et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116833,medium,auto 2020+; verify
sleep,phenotype,8,Banks_2020,Banks et al. (2020),Cortical functional connectivity indexes arousal state during sleep and anesthesia,Banks et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116627,medium,auto 2020+; verify
social cognition,phenotype,1,Barch_HCP_Task_2013,Barch et al. (2013),Function in the human connectome: task-fMRI and individual differences in behavior,Barch et al.,2013,NeuroImage,task fMRI battery / HCP,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2013.05.033,medium,
social cognition,phenotype,2,Kriegeskorte_RSA_2008,Kriegeskorte et al. (2008),Representational similarity analysis—connecting the branches of systems neuroscience,Kriegeskorte et al.,2008,Frontiers in Systems Neuroscience,RSA / multivariate analysis,"pipeline, benchmark, or second anchor",https://doi.org/10.3389/neuro.06.004.2008,high,
social cognition,phenotype,3,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,"validation, caveat, or task template",https://doi.org/10.1152/jn.00338.2011,high,
social cognition,phenotype,4,Power_2011,Power et al. (2011),Functional network organization of the human brain,Power et al.,2011,Neuron,network atlas / graph construction,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuron.2011.09.006,high,
social cognition,phenotype,5,SPM_1994,Friston et al. (1994),Statistical parametric maps in functional imaging: A general linear approach,Friston et al.,1994,Human Brain Mapping,statistical modeling / GLM,additional pipeline/dataset/reference,https://doi.org/10.1002/hbm.460020402,medium,
social cognition,phenotype,6,Konu_2020,Konu et al. (2020),A role for the ventromedial prefrontal cortex in self-generated episodic social cognition,Konu et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116977,medium,auto 2020+; verify
social cognition,phenotype,7,Hildebrandt_2020,Hildebrandt et al. (2020),Brain activation during social cognition predicts everyday perspective-taking: A combined fMRI and ecological momentary assessment study of the social brain,Hildebrandt et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117624,medium,auto 2020+; verify
social cognition,phenotype,8,Balgova_2022,Balgova et al. (2022),The role of the ventrolateral anterior temporal lobes in social cognition,Balgova et al.,2022,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25976,medium,auto 2020+; verify
statistical parametric mapping,inference,1,SPM_1994,Friston et al. (1994),Statistical parametric maps in functional imaging: A general linear approach,Friston et al.,1994,Human Brain Mapping,statistical modeling / GLM,primary anchor / canonical method or dataset,https://doi.org/10.1002/hbm.460020402,high,
statistical parametric mapping,inference,2,SPM_Book_2007,Friston et al. (2007),Statistical Parametric Mapping: The Analysis of Functional Brain Images,Friston et al.,2007,Academic Press,statistical modeling / reference,"pipeline, benchmark, or second anchor",https://scholar.google.com/scholar?q=Statistical+Parametric+Mapping+The+Analysis+of+Functional+Brain+Images+2007,medium,
statistical parametric mapping,inference,3,NicholsHolmes_2002,Nichols & Holmes (2002),Nonparametric permutation tests for functional neuroimaging: a primer with examples,Nichols & Holmes,2002,Human Brain Mapping,statistical inference / permutation,"validation, caveat, or task template",https://doi.org/10.1002/hbm.1058,high,
statistical parametric mapping,inference,4,Eklund_2016,Eklund et al. (2016),Cluster failure: Why fMRI inferences for spatial extent have inflated false-positive rates,Eklund et al.,2016,PNAS,statistical inference / cluster correction,robustness / evaluation / cross-topic bridge,https://doi.org/10.1073/pnas.1602413113,high,
statistical parametric mapping,inference,5,COBIDAS_MRI_2017,Nichols et al. / OHBM COBIDAS (2017),Best practices in data analysis and sharing in neuroimaging using MRI,Nichols et al. / OHBM COBIDAS,2017,COBIDAS report / Nature Neuroscience related guidance,reporting / reproducibility guideline,additional pipeline/dataset/reference,https://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf,medium,
statistical parametric mapping,inference,6,Caredda_2023,Caredda et al. (2023),Intraoperative identification of functional brain areas with RGB imaging using statistical parametric mapping: Simulation and clinical studies,Caredda et al.,2023,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2023.120286,medium,auto 2020+; verify
statistical power,inference,1,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,primary anchor / canonical method or dataset,https://doi.org/10.1038/s41586-022-04492-9,high,
statistical power,inference,2,Button_Power_2013,Button et al. (2013),Power failure: why small sample size undermines the reliability of neuroscience,Button et al.,2013,Nature Reviews Neuroscience,statistical power,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/nrn3475,high,
statistical power,inference,3,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
statistical power,inference,4,BotvinikNezer_2020,Botvinik-Nezer et al. (2020),Variability in the analysis of a single neuroimaging dataset by many teams,Botvinik-Nezer et al.,2020,Nature,many-analyst benchmark,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41586-020-2314-9,high,
statistical power,inference,5,Carp_2012,Carp (2012),On the plurality of methodological worlds: estimating the analytic flexibility of fMRI experiments,Carp,2012,Frontiers in Neuroscience,analytic flexibility,additional pipeline/dataset/reference,https://doi.org/10.3389/fnins.2012.00149,medium,
statistical power,inference,6,Chaumon_2021,Chaumon et al. (2021),Statistical power: Implications for planning MEG studies,Chaumon et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.117894,medium,auto 2020+; verify
statistical power,inference,7,Chu_2025,Chu et al. (2025),Brain Morphometrics Correlations With Age Among 350 Participants Imaged With Both 3T and 7T MRI: 7T Improves Statistical Power and Reduces Required Sample Size,Chu et al.,2025,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.70195,medium,auto 2020+; verify
stroke,phenotype,1,Bates_VLSM_2003,Bates et al. (2003),Voxel-based lesion-symptom mapping,Bates et al.,2003,Nature Neuroscience,lesion-symptom mapping pipeline,primary anchor / canonical method or dataset,https://doi.org/10.1038/nn1050,high,
stroke,phenotype,2,FSL_2012,Jenkinson et al. (2012),FSL,Jenkinson et al.,2012,NeuroImage,software suite / pipeline,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2011.09.015,high,
stroke,phenotype,3,Avants_ANTs_2011,Avants et al. (2011),A reproducible evaluation of ANTs similarity metric performance in brain image registration,Avants et al.,2011,NeuroImage,registration / ANTs,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2010.09.025,high,
stroke,phenotype,4,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41586-022-04492-9,high,
stroke,phenotype,5,COBIDAS_MRI_2017,Nichols et al. / OHBM COBIDAS (2017),Best practices in data analysis and sharing in neuroimaging using MRI,Nichols et al. / OHBM COBIDAS,2017,COBIDAS report / Nature Neuroscience related guidance,reporting / reproducibility guideline,additional pipeline/dataset/reference,https://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf,medium,
stroke,phenotype,6,Casula_2021,Casula et al. (2021),Evidence for interhemispheric imbalance in stroke patients as revealed by combining transcranial magnetic stimulation and electroencephalography,Casula et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25297,medium,auto 2020+; verify
stroke,phenotype,7,Bonkhoff_2021,Bonkhoff et al. (2021),Abnormal dynamic functional connectivity is linked to recovery after acute ischemic stroke,Bonkhoff et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25366,medium,auto 2020+; verify
structural MRI,measurement,1,Dale_Surface_1999,Dale et al. (1999),Cortical surface-based analysis I: Segmentation and surface reconstruction,Dale et al.,1999,NeuroImage,surface reconstruction,primary anchor / canonical method or dataset,https://doi.org/10.1006/nimg.1998.0395,high,
structural MRI,measurement,2,Fischl_Seg_2002,Fischl et al. (2002),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain,Fischl et al.,2002,Neuron,segmentation / subcortical labels,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/S0896-6273(02)00569-X,high,
structural MRI,measurement,3,Fischl_FreeSurfer_2012,Fischl (2012),FreeSurfer,Fischl,2012,NeuroImage,software suite / anatomical pipeline,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2012.01.021,high,
structural MRI,measurement,4,Ashburner_VBM_2000,Ashburner & Friston (2000),Voxel-based morphometry—the methods,Ashburner & Friston,2000,NeuroImage,VBM / morphometry,robustness / evaluation / cross-topic bridge,https://doi.org/10.1006/nimg.2000.0582,high,
structural MRI,measurement,5,Avants_ANTs_2011,Avants et al. (2011),A reproducible evaluation of ANTs similarity metric performance in brain image registration,Avants et al.,2011,NeuroImage,registration / ANTs,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2010.09.025,medium,
structural MRI,measurement,6,Radu_2020,Radu et al. (2020),Increased power by harmonizing structural MRI site differences with the ComBat batch adjustment method in ENIGMA,Radu et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116956,medium,auto 2020+; verify
structural MRI,measurement,7,Raki_2020,Raki et al. (2020),Improving the detection of autism spectrum disorder by combining structural and functional MRI information,Raki et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102181,medium,auto 2020+; verify
structural MRI,measurement,8,Hedges_2021,Hedges et al. (2021),"Reliability of structural MRI measurements: The effects of scan session, head tilt, inter-scan interval, acquisition sequence, FreeSurfer version and processing stream",Hedges et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.118751,medium,auto 2020+; verify
structural connectivity,organization,1,Basser_DTI_1994,Basser et al. (1994),MR diffusion tensor spectroscopy and imaging,Basser et al.,1994,Biophysical Journal,diffusion tensor method,primary anchor / canonical method or dataset,https://doi.org/10.1016/S0006-3495(94)80775-1,high,
structural connectivity,organization,2,Behrens_ProbTrack_2007,Behrens et al. (2007),Probabilistic diffusion tractography with multiple fibre orientations,Behrens et al.,2007,Magnetic Resonance in Medicine,probabilistic tractography,"pipeline, benchmark, or second anchor",https://doi.org/10.1002/mrm.21145,high,
structural connectivity,organization,3,Tournier_MRtrix3_2019,Tournier et al. (2019),"MRtrix3: A fast, flexible and open software framework for medical image processing and visualisation",Tournier et al.,2019,NeuroImage,software suite / diffusion pipeline,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2019.116137,high,
structural connectivity,organization,4,Rubinov_2010,Rubinov & Sporns (2010),Complex network measures of brain connectivity: uses and interpretations,Rubinov & Sporns,2010,NeuroImage,graph theory / network metrics,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2009.10.003,high,
structural connectivity,organization,5,Smith_TBSS_2006,Smith et al. (2006),Tract-based spatial statistics: voxelwise analysis of multi-subject diffusion data,Smith et al.,2006,NeuroImage,TBSS / group diffusion pipeline,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2006.02.024,medium,
structural connectivity,organization,6,Ligeois_2020,Ligeois et al. (2020),Revisiting correlation-based functional connectivity and its relationship with structural connectivity,Ligeois et al.,2020,Network Neuroscience,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1162/netn_a_00166,medium,auto 2020+; verify
structural connectivity,organization,7,Momi_2020,Momi et al. (2020),Network-level macroscale structural connectivity predicts propagation of transcranial magnetic stimulation,Momi et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117698,medium,auto 2020+; verify
structural connectivity,organization,8,Griffis_2020,Griffis et al. (2020),Damage to the shortest structural paths between brain regions is associated with disruptions of resting-state functional connectivity after stroke,Griffis et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116589,medium,auto 2020+; verify
structure-function coupling,organization,1,Rubinov_2010,Rubinov & Sporns (2010),Complex network measures of brain connectivity: uses and interpretations,Rubinov & Sporns,2010,NeuroImage,graph theory / network metrics,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2009.10.003,high,
structure-function coupling,organization,2,Basser_DTI_1994,Basser et al. (1994),MR diffusion tensor spectroscopy and imaging,Basser et al.,1994,Biophysical Journal,diffusion tensor method,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/S0006-3495(94)80775-1,high,
structure-function coupling,organization,3,Tournier_MRtrix3_2019,Tournier et al. (2019),"MRtrix3: A fast, flexible and open software framework for medical image processing and visualisation",Tournier et al.,2019,NeuroImage,software suite / diffusion pipeline,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2019.116137,high,
structure-function coupling,organization,4,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,robustness / evaluation / cross-topic bridge,https://doi.org/10.1152/jn.00338.2011,high,
structure-function coupling,organization,5,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2019.02.062,medium,
structure-function coupling,organization,6,Griffa_2022,Griffa et al. (2022),Brain structure-function coupling provides signatures for task decoding and individual fingerprinting,Griffa et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.118970,medium,auto 2020+; verify
structure-function coupling,organization,7,Liu_2023_2,Liu et al. (2023),Spatially heterogeneous structure-function coupling in haemodynamic and electromagnetic brain networks,Liu et al.,2023,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2023.120276,medium,auto 2020+; verify
subcortical volume,organization,1,Fischl_Seg_2002,Fischl et al. (2002),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain,Fischl et al.,2002,Neuron,segmentation / subcortical labels,primary anchor / canonical method or dataset,https://doi.org/10.1016/S0896-6273(02)00569-X,high,
subcortical volume,organization,2,Fischl_FreeSurfer_2012,Fischl (2012),FreeSurfer,Fischl,2012,NeuroImage,software suite / anatomical pipeline,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2012.01.021,high,
subcortical volume,organization,3,Thompson_ENIGMA_2014,Thompson et al. (2014),The ENIGMA Consortium: large-scale collaborative analyses of neuroimaging and genetic data,Thompson et al.,2014,Brain Imaging and Behavior,consortium / harmonized analysis,"validation, caveat, or task template",https://doi.org/10.1007/s11682-013-9269-5,high,
subcortical volume,organization,4,Goodkind_Transdiagnostic_2015,Goodkind et al. (2015),Identification of a common neurobiological substrate for mental illness,Goodkind et al.,2015,JAMA Psychiatry,transdiagnostic meta-analysis,robustness / evaluation / cross-topic bridge,https://doi.org/10.1001/jamapsychiatry.2014.2206,high,
subcortical volume,organization,5,Bethlehem_BrainCharts_2022,Bethlehem et al. (2022),Brain charts for the human lifespan,Bethlehem et al.,2022,Nature,normative lifespan modeling,additional pipeline/dataset/reference,https://doi.org/10.1038/s41586-022-04554-y,medium,
subcortical volume,organization,6,Kang_2020,Kang et al. (2020),Local shape volume alterations in subcortical structures of suicide attempters with major depressive disorder,Kang et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25168,medium,auto 2020+; verify
subcortical volume,organization,7,Williams_2020,Williams et al. (2020),Adjusting for allometric scaling in <scp>ABIDE</scp> I challenges subcortical volume differences in autism spectrum disorder,Williams et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25145,medium,auto 2020+; verify
subcortical volume,organization,8,Sadil_2024,Sadil et al. (2024),Comparing automated subcortical volume estimation methods; amygdala volumes estimated by <scp>FSL</scp> and <scp>FreeSurfer</scp> have poor consistency,Sadil et al.,2024,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.70027,medium,auto 2020+; verify
surface area,organization,1,Dale_Surface_1999,Dale et al. (1999),Cortical surface-based analysis I: Segmentation and surface reconstruction,Dale et al.,1999,NeuroImage,surface reconstruction,primary anchor / canonical method or dataset,https://doi.org/10.1006/nimg.1998.0395,high,
surface area,organization,2,Fischl_FreeSurfer_2012,Fischl (2012),FreeSurfer,Fischl,2012,NeuroImage,software suite / anatomical pipeline,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2012.01.021,high,
surface area,organization,3,Fortin_ComBat_Cortical_2018,Fortin et al. (2018),Harmonization of cortical thickness measurements across scanners and sites,Fortin et al.,2018,NeuroImage,harmonization / ComBat,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2017.11.024,high,
surface area,organization,4,Bethlehem_BrainCharts_2022,Bethlehem et al. (2022),Brain charts for the human lifespan,Bethlehem et al.,2022,Nature,normative lifespan modeling,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41586-022-04554-y,high,
surface area,organization,5,Thompson_ENIGMA_2014,Thompson et al. (2014),The ENIGMA Consortium: large-scale collaborative analyses of neuroimaging and genetic data,Thompson et al.,2014,Brain Imaging and Behavior,consortium / harmonized analysis,additional pipeline/dataset/reference,https://doi.org/10.1007/s11682-013-9269-5,medium,
surface area,organization,6,Mitchell_2020,Mitchell et al. (2020),Educational attainment polygenic scores are associated with cortical total surface area and regions important for language and memory,Mitchell et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116691,medium,auto 2020+; verify
surface area,organization,7,Khundrakpam_2020,Khundrakpam et al. (2020),Distinct influence of parental occupation on cortical thickness and surface area in children and adolescents: Relation to self‐esteem,Khundrakpam et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25169,medium,auto 2020+; verify
surface area,organization,8,KalantarHormozi_2023,KalantarHormozi et al. (2023),"A cross-sectional and longitudinal study of human brain development: The integration of cortical thickness, surface area, gyrification index, and cortical curvature into a unified analytical framework",KalantarHormozi et al.,2023,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2023.119885,medium,auto 2020+; verify
surface reconstruction,organization,1,Dale_Surface_1999,Dale et al. (1999),Cortical surface-based analysis I: Segmentation and surface reconstruction,Dale et al.,1999,NeuroImage,surface reconstruction,primary anchor / canonical method or dataset,https://doi.org/10.1006/nimg.1998.0395,high,
surface reconstruction,organization,2,Fischl_FreeSurfer_2012,Fischl (2012),FreeSurfer,Fischl,2012,NeuroImage,software suite / anatomical pipeline,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2012.01.021,high,
surface reconstruction,organization,3,Schaefer_2018,Schaefer et al. (2018),Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI,Schaefer et al.,2018,Cerebral Cortex,cortical parcellation,"validation, caveat, or task template",https://doi.org/10.1093/cercor/bhx179,high,
surface reconstruction,organization,4,Glasser_2016,Glasser et al. (2016),A multi-modal parcellation of human cerebral cortex,Glasser et al.,2016,Nature,multimodal atlas / parcellation,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/nature18933,high,
surface reconstruction,organization,5,Avants_ANTs_2011,Avants et al. (2011),A reproducible evaluation of ANTs similarity metric performance in brain image registration,Avants et al.,2011,NeuroImage,registration / ANTs,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2010.09.025,medium,
