paper_key,short_citation,title,authors,year,venue,paper_type,source_or_lookup_url,source_confidence,notes
Chu_2025,Chu et al. (2025),Brain Morphometrics Correlations With Age Among 350 Participants Imaged With Both 3T and 7T MRI: 7T Improves Statistical Power and Reduces Required Sample Size,Chu et al.,2025,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.70195,medium,auto-added 2020+ via OpenAlex; verify
Cheng_2020,Cheng et al. (2020),Cortical surface registration using unsupervised learning,Cheng et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117161,medium,auto-added 2020+ via OpenAlex; verify
Meng_2022,Meng et al. (2022),Enhancing medical image registration via appearance adjustment networks,Meng et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119444,medium,auto-added 2020+ via OpenAlex; verify
Li_2022_2,Li et al. (2022),MDReg‐Net: Multi‐resolution diffeomorphic image registration using fully convolutional networks with deep self‐supervision,Li et al.,2022,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25782,medium,auto-added 2020+ via OpenAlex; verify
Moore_2024,Moore et al. (2024),Towards personalized precision functional mapping in infancy,Moore et al.,2024,Imaging Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/imag_a_00165,medium,auto-added 2020+ via OpenAlex; verify
Chernicky_2025,Chernicky et al. (2025),Towards precision functional brain network mapping in Parkinson’s disease,Chernicky et al.,2025,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2025.103935,medium,auto-added 2020+ via OpenAlex; verify
Tu_2025,Tu et al. (2025),Deep learning-based embedding of functional connectivity profiles for precision functional mapping,Tu et al.,2025,Imaging Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/imag.a.129,medium,auto-added 2020+ via OpenAlex; verify
Xu_2023,Xu et al. (2023),Improved cerebrovascular reactivity mapping using coherence weighted general linear model in the frequency domain,Xu et al.,2023,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2023.120448,medium,auto-added 2020+ via OpenAlex; verify
Filippetti_2022,Filippetti et al. (2022),"Are advanced methods necessary to improve infant fNIRS data analysis? An assessment of baseline-corrected averaging, general linear model (GLM) and multivariate pattern analysis (MVPA) based approaches",Filippetti et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119756,medium,auto-added 2020+ via OpenAlex; verify
Vartanian_2020,Vartanian et al. (2020),The relationship between methods of scoring the alternate uses task and the neural correlates of divergent thinking: Evidence from voxel-based morphometry,Vartanian et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117325,medium,auto-added 2020+ via OpenAlex; verify
Paulin_2020,Paulin et al. (2020),The effect of semantic memory degeneration on creative thinking: A voxel-based morphometry analysis,Paulin et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117073,medium,auto-added 2020+ via OpenAlex; verify
Sloots_2020,Sloots et al. (2020),Cardiac and respiration-induced brain deformations in humans quantified with high-field MRI,Sloots et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116581,medium,auto-added 2020+ via OpenAlex; verify
Morris_2020,Morris et al. (2020),Sub-millimeter variation in human locus coeruleus is associated with dimensional measures of psychopathology: An in vivo ultra-high field 7-Tesla MRI study,Morris et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2019.102148,medium,auto-added 2020+ via OpenAlex; verify
Regnery_2020,Regnery et al. (2020),"Ultra-high-field sodium MRI as biomarker for tumor extent, grade and IDH mutation status in glioma patients",Regnery et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102427,medium,auto-added 2020+ via OpenAlex; verify
Beyer_2020,Beyer et al. (2020),Weight loss reduces head motion: Revisiting a major confound in neuroimaging,Beyer et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.24959,medium,auto-added 2020+ via OpenAlex; verify
Jolly_2020,Jolly et al. (2020),Custom-molded headcases have limited efficacy in reducing head motion during naturalistic fMRI experiments,Jolly et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117207,medium,auto-added 2020+ via OpenAlex; verify
Maziero_2020,Maziero et al. (2020),Prospective motion correction of fMRI: Improving the quality of resting state data affected by large head motion,Maziero et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116594,medium,auto-added 2020+ via OpenAlex; verify
Larivire_2022,Larivire et al. (2022),BrainStat: A toolbox for brain-wide statistics and multimodal feature associations,Larivire et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119807,medium,auto-added 2020+ via OpenAlex; verify
Frtjes_2023,Frtjes et al. (2023),General dimensions of human brain morphometry inferred from genome‐wide association data,Frtjes et al.,2023,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.26283,medium,auto-added 2020+ via OpenAlex; verify
Korbmacher_2023,Korbmacher et al. (2023),Brain‐wide associations between white matter and age highlight the role of fornix microstructure in brain ageing,Korbmacher et al.,2023,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.26333,medium,auto-added 2020+ via OpenAlex; verify
Sassenberg_2023,Sassenberg et al. (2023),Conscientiousness associated with efficiency of the salience/ventral attention network: Replication in three samples using individualized parcellation,Sassenberg et al.,2023,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2023.120081,medium,auto-added 2020+ via OpenAlex; verify
Levi_2023,Levi et al. (2023),The effect of using group-averaged or individualized brain parcellations when investigating connectome dysfunction in psychosis,Levi et al.,2023,Network Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/netn_a_00329,medium,auto-added 2020+ via OpenAlex; verify
Gao_2024,Gao et al. (2024),Prior‐guided individualized thalamic parcellation based on local diffusion characteristics,Gao et al.,2024,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.26646,medium,auto-added 2020+ via OpenAlex; verify
Kang_2020,Kang et al. (2020),Local shape volume alterations in subcortical structures of suicide attempters with major depressive disorder,Kang et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25168,medium,auto-added 2020+ via OpenAlex; verify
Williams_2020,Williams et al. (2020),Adjusting for allometric scaling in <scp>ABIDE</scp> I challenges subcortical volume differences in autism spectrum disorder,Williams et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25145,medium,auto-added 2020+ via OpenAlex; verify
Sadil_2024,Sadil et al. (2024),Comparing automated subcortical volume estimation methods; amygdala volumes estimated by <scp>FSL</scp> and <scp>FreeSurfer</scp> have poor consistency,Sadil et al.,2024,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.70027,medium,auto-added 2020+ via OpenAlex; verify
Kerkel_2021,Kerkel et al. (2021),Comparative analysis of signal models for microscopic fractional anisotropy estimation using q-space trajectory encoding,Kerkel et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118445,medium,auto-added 2020+ via OpenAlex; verify
Brabec_2023,Brabec et al. (2023),Meningioma microstructure assessed by diffusion MRI: An investigation of the source of mean diffusivity and fractional anisotropy by quantitative histology,Brabec et al.,2023,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2023.103365,medium,auto-added 2020+ via OpenAlex; verify
Viv_2024,Viv et al. (2024),Microscopic fractional anisotropy outperforms multiple sclerosis lesion assessment and clinical outcome associations over standard fractional anisotropy tensor,Viv et al.,2024,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.26706,medium,auto-added 2020+ via OpenAlex; verify
Souter_2024,Souter et al. (2024),Measuring and reducing the carbon footprint of <scp>fMRI</scp> preprocessing in <scp>fMRIPrep</scp>,Souter et al.,2024,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.70003,medium,auto-added 2020+ via OpenAlex; verify
Karjalainen_2020,Karjalainen et al. (2020),Magia: Robust Automated Image Processing and Kinetic Modeling Toolbox for PET Neuroinformatics,Karjalainen et al.,2020,Frontiers in Neuroinformatics,modern method/tool (2020+),https://doi.org/10.3389/fninf.2020.00003,medium,auto-added 2020+ via OpenAlex; verify
LpezGonzlez_2020,LpezGonzlez et al. (2020),Intensity normalization methods in brain FDG-PET quantification,LpezGonzlez et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117229,medium,auto-added 2020+ via OpenAlex; verify
Ladefoged_2020,Ladefoged et al. (2020),AI-driven attenuation correction for brain PET/MRI: Clinical evaluation of a dementia cohort and importance of the training group size,Ladefoged et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117221,medium,auto-added 2020+ via OpenAlex; verify
Andreella_2024,Andreella et al. (2024),"Selective inference for fMRI cluster-wise analysis, issues, and recommendations for critical vector selection: A comment on Blain et al.",Andreella et al.,2024,Imaging Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/imag_a_00198,medium,auto-added 2020+ via OpenAlex; verify
Fox_2020,Fox et al. (2020),Sharing voxelwise neuroimaging results from rhesus monkeys and other species with Neurovault,Fox et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117518,medium,auto-added 2020+ via OpenAlex; verify
Covitz_2022,Covitz et al. (2022),Curation of BIDS (CuBIDS): A workflow and software package for streamlining reproducible curation of large BIDS datasets,Covitz et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119609,medium,auto-added 2020+ via OpenAlex; verify
Zhao_2024,Zhao et al. (2024),A reproducible and generalizable software workflow for analysis of large-scale neuroimaging data collections using BIDS Apps,Zhao et al.,2024,Imaging Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/imag_a_00074,medium,auto-added 2020+ via OpenAlex; verify
Bulcke_2022,Bulcke et al. (2022),BMAT: An open-source BIDS managing and analysis tool,Bulcke et al.,2022,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2022.103252,medium,auto-added 2020+ via OpenAlex; verify
Kochunov_2020,Kochunov et al. (2020),ENIGMA‐DTI: Translating reproducible white matter deficits into personalized vulnerability metrics in cross‐diagnostic psychiatric research,Kochunov et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.24998,medium,auto-added 2020+ via OpenAlex; verify
Gleichgerrcht_2021,Gleichgerrcht et al. (2021),Artificial intelligence for classification of temporal lobe epilepsy with ROI-level MRI data: A worldwide ENIGMA-Epilepsy study,Gleichgerrcht et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102765,medium,auto-added 2020+ via OpenAlex; verify
Chen_2021_4,Chen et al. (2021),Sparse deep neural networks on imaging genetics for schizophrenia case–control classification,Chen et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25387,medium,auto-added 2020+ via OpenAlex; verify
Gao_2021,Gao et al. (2021),Comparing empirical kinship derived heritability for imaging genetics traits in the UK biobank and human connectome project,Gao et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118700,medium,auto-added 2020+ via OpenAlex; verify
Lutz_2025,Lutz et al. (2025),The Genetics of Cerebellar Structure and Associations With Cognitive Performance: A Twin Magnetic Resonance Imaging Study,Lutz et al.,2025,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.70300,medium,auto-added 2020+ via OpenAlex; verify
Griffiths_2021,Griffiths et al. (2021),Disentangling neocortical alpha/beta and hippocampal theta/gamma oscillations in human episodic memory formation,Griffiths et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118454,medium,auto-added 2020+ via OpenAlex; verify
Eschmann_2020,Eschmann et al. (2020),Improving episodic memory: Frontal-midline theta neurofeedback training increases source memory performance,Eschmann et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117219,medium,auto-added 2020+ via OpenAlex; verify
Rubinstein_2020,Rubinstein et al. (2020),Contribution of left supramarginal and angular gyri to episodic memory encoding: An intracranial EEG study,Rubinstein et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117514,medium,auto-added 2020+ via OpenAlex; verify
Vinding_2022,Vinding et al. (2022),Sharing individualised template MRI data for MEG source reconstruction: A solution for open data while keeping subject confidentiality,Vinding et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119165,medium,auto-added 2020+ via OpenAlex; verify
Alsaigh_2024,Alsaigh et al. (2024),Harmonizing AI governance regulations and neuroinformatics: perspectives on privacy and data sharing,Alsaigh et al.,2024,Frontiers in Neuroinformatics,modern method/tool (2020+),https://doi.org/10.3389/fninf.2024.1472653,medium,auto-added 2020+ via OpenAlex; verify
Behan_2023,Behan et al. (2023),FAIR in action: Brain-CODE - A neuroscience data sharing platform to accelerate brain research,Behan et al.,2023,Frontiers in Neuroinformatics,modern method/tool (2020+),https://doi.org/10.3389/fninf.2023.1158378,medium,auto-added 2020+ via OpenAlex; verify
Cerri_2020,Cerri et al. (2020),A contrast-adaptive method for simultaneous whole-brain and lesion segmentation in multiple sclerosis,Cerri et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117471,medium,auto-added 2020+ via OpenAlex; verify
Rosa_2020,Rosa et al. (2020),Multiple sclerosis cortical and WM lesion segmentation at 3T MRI: a deep learning method based on FLAIR and MP2RAGE,Rosa et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102335,medium,auto-added 2020+ via OpenAlex; verify
Commowick_2021,Commowick et al. (2021),Multiple sclerosis lesions segmentation from multiple experts: The MICCAI 2016 challenge dataset,Commowick et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118589,medium,auto-added 2020+ via OpenAlex; verify
Huang_2020,Huang et al. (2020),Detection of functional networks within white matter using independent component analysis,Huang et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117278,medium,auto-added 2020+ via OpenAlex; verify
Fang_2021,Fang et al. (2021),Identifying brain networks in synaptic density PET (11C-UCB-J) with independent component analysis,Fang et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118167,medium,auto-added 2020+ via OpenAlex; verify
Barboric_2021,Barboric et al. (2021),Extracting seizure onset from surface EEG with independent component analysis: Insights from simultaneous scalp and intracerebral EEG,Barboric et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102838,medium,auto-added 2020+ via OpenAlex; verify
Caredda_2023,Caredda et al. (2023),Intraoperative identification of functional brain areas with RGB imaging using statistical parametric mapping: Simulation and clinical studies,Caredda et al.,2023,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2023.120286,medium,auto-added 2020+ via OpenAlex; verify
Hashemi_2020,Hashemi et al. (2020),The Bayesian Virtual Epileptic Patient: A probabilistic framework designed to infer the spatial map of epileptogenicity in a personalized large-scale brain model of epilepsy spread,Hashemi et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116839,medium,auto-added 2020+ via OpenAlex; verify
RodrguezCruces_2020,RodrguezCruces et al. (2020),Multidimensional associations between cognition and connectome organization in temporal lobe epilepsy,RodrguezCruces et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116706,medium,auto-added 2020+ via OpenAlex; verify
Rolls_2022,Rolls et al. (2022),The human language effective connectome,Rolls et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119352,medium,auto-added 2020+ via OpenAlex; verify
Blank_2020,Blank et al. (2020),No evidence for differences among language regions in their temporal receptive windows,Blank et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116925,medium,auto-added 2020+ via OpenAlex; verify
Tuncer_2020,Tuncer et al. (2020),Towards a tractography-based risk stratification model for language area associated gliomas,Tuncer et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102541,medium,auto-added 2020+ via OpenAlex; verify
Fu_2020,Fu et al. (2020),Dynamic state with covarying brain activity-connectivity: On the pathophysiology of schizophrenia,Fu et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117385,medium,auto-added 2020+ via OpenAlex; verify
Zhigalov_2020,Zhigalov et al. (2020),Alpha oscillations do not implement gain control in early visual cortex but rather gating in parieto‐occipital regions,Zhigalov et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25183,medium,auto-added 2020+ via OpenAlex; verify
Monaco_2020,Monaco et al. (2020),Decoding motor imagery and action planning in the early visual cortex: Overlapping but distinct neural mechanisms,Monaco et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116981,medium,auto-added 2020+ via OpenAlex; verify
Keefe_2020,Keefe et al. (2020),Lateralized alpha activity and slow potential shifts over visual cortex track the time course of both endogenous and exogenous orienting of attention,Keefe et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117495,medium,auto-added 2020+ via OpenAlex; verify
Coenen_2020,Coenen et al. (2020),Tractographic description of major subcortical projection pathways passing the anterior limb of the internal capsule. Corticopetal organization of networks relevant for psychiatric disorders,Coenen et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102165,medium,auto-added 2020+ via OpenAlex; verify
Du_2020,Du et al. (2020),NeuroMark: An automated and adaptive ICA based pipeline to identify reproducible fMRI markers of brain disorders,Du et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102375,medium,auto-added 2020+ via OpenAlex; verify
Wael_2020,Wael et al. (2020),BrainSpace: a toolbox for the analysis of macroscale gradients in neuroimaging and connectomics datasets,Wael et al.,2020,Communications Biology,modern method/tool (2020+),https://doi.org/10.1038/s42003-020-0794-7,medium,auto-added 2020+ via OpenAlex; verify
Dong_2021,Dong et al. (2021),Shifting gradients of macroscale cortical organization mark the transition from childhood to adolescence,Dong et al.,2021,Proceedings of the National Academy of Sciences,modern method/tool (2020+),https://doi.org/10.1073/pnas.2024448118,medium,auto-added 2020+ via OpenAlex; verify
Yang_2021,Yang et al. (2021),Cortical patterning of morphometric similarity gradient reveals diverged hierarchical organization in sensory-motor cortices,Yang et al.,2021,Cell Reports,modern method/tool (2020+),https://doi.org/10.1016/j.celrep.2021.109582,medium,auto-added 2020+ via OpenAlex; verify
Estrada_2023,Estrada et al. (2023),FastSurfer-HypVINN: Automated sub-segmentation of the hypothalamus and adjacent structures on high-resolutional brain MRI,Estrada et al.,2023,Imaging Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/imag_a_00034,medium,auto-added 2020+ via OpenAlex; verify
Pollak_2025,Pollak et al. (2025),"FastSurfer-LIT: Lesion inpainting tool for whole-brain MRI segmentation with tumors, cavities, and abnormalities",Pollak et al.,2025,Imaging Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/imag_a_00446,medium,auto-added 2020+ via OpenAlex; verify
Billot_2023,Billot et al. (2023),SynthSeg: Segmentation of brain MRI scans of any contrast and resolution without retraining,Billot et al.,2023,Medical Image Analysis,modern method/tool (2020+),https://doi.org/10.1016/j.media.2023.102789,medium,auto-added 2020+ via OpenAlex; verify
Suh_2023,Suh et al. (2023),"Development and validation of a deep learning-based automatic segmentation model for assessing intracranial volume: comparison with NeuroQuant, FreeSurfer, and SynthSeg",Suh et al.,2023,Frontiers in Neurology,modern method/tool (2020+),https://doi.org/10.3389/fneur.2023.1221892,medium,auto-added 2020+ via OpenAlex; verify
Cieslak_2021,Cieslak et al. (2021),QSIPrep: an integrative platform for preprocessing and reconstructing diffusion MRI data,Cieslak et al.,2021,Nature Methods,modern method/tool (2020+),https://doi.org/10.1038/s41592-021-01185-5,medium,auto-added 2020+ via OpenAlex; verify
Li_2021_2,Li et al. (2021),BrainGNN: Interpretable Brain Graph Neural Network for fMRI Analysis,Li et al.,2021,Medical Image Analysis,modern method/tool (2020+),https://doi.org/10.1016/j.media.2021.102233,medium,auto-added 2020+ via OpenAlex; verify
Jiao_2023,Jiao et al. (2023),Brain-Inspired Remote Sensing Foundation Models and Open Problems: A Comprehensive Survey,Jiao et al.,2023,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,modern method/tool (2020+),https://doi.org/10.1109/jstars.2023.3316302,medium,auto-added 2020+ via OpenAlex; verify
Putz_2024,Putz et al. (2024),The Segment Anything foundation model achieves favorable brain tumor auto-segmentation accuracy in MRI to support radiotherapy treatment planning,Putz et al.,2024,Strahlentherapie und Onkologie,modern method/tool (2020+),https://doi.org/10.1007/s00066-024-02313-8,medium,auto-added 2020+ via OpenAlex; verify
Jiao_2020,Jiao et al. (2020),Self-Supervised Ultrasound to MRI Fetal Brain Image Synthesis,Jiao et al.,2020,IEEE Transactions on Medical Imaging,modern method/tool (2020+),https://doi.org/10.1109/tmi.2020.3018560,medium,auto-added 2020+ via OpenAlex; verify
Mishra_2023,Mishra et al. (2023),SSCLNet: A Self-Supervised Contrastive Loss-Based Pre-Trained Network for Brain MRI Classification,Mishra et al.,2023,IEEE Access,modern method/tool (2020+),https://doi.org/10.1109/access.2023.3237542,medium,auto-added 2020+ via OpenAlex; verify
Reddy_2024,Reddy et al. (2024),A fine-tuned vision transformer based enhanced multi-class brain tumor classification using MRI scan imagery,Reddy et al.,2024,Frontiers in Oncology,modern method/tool (2020+),https://doi.org/10.3389/fonc.2024.1400341,medium,auto-added 2020+ via OpenAlex; verify
Asiri_2023,Asiri et al. (2023),Exploring the Power of Deep Learning: Fine-Tuned Vision Transformer for Accurate and Efficient Brain Tumor Detection in MRI Scans,Asiri et al.,2023,Diagnostics,modern method/tool (2020+),https://doi.org/10.3390/diagnostics13122094,medium,auto-added 2020+ via OpenAlex; verify
Zhou_2025,Zhou et al. (2025),"The impact of the novel CovBat harmonization method on enhancing radiomics feature stability and machine learning model performance: A multi-center, multi-device study",Zhou et al.,2025,European Journal of Radiology,modern method/tool (2020+),https://doi.org/10.1016/j.ejrad.2025.111956,medium,auto-added 2020+ via OpenAlex; verify
Ren_2026,Ren et al. (2026),MM-ComBat and MM-CovBat: Multivariate Frameworks for Joint Harmonization of Multi-Metric Neuroimaging Data,Ren et al.,2026,bioRxiv (Cold Spring Harbor Laboratory),modern method/tool (2020+),https://doi.org/10.64898/2026.02.05.704069,medium,auto-added 2020+ via OpenAlex; verify
Hoffmann_2021,Hoffmann et al. (2021),SynthMorph: Learning Contrast-Invariant Registration Without Acquired Images,Hoffmann et al.,2021,IEEE Transactions on Medical Imaging,modern method/tool (2020+),https://doi.org/10.1109/tmi.2021.3116879,medium,auto-added 2020+ via OpenAlex; verify
Hoffmann_2024,Hoffmann et al. (2024),Anatomy-aware and acquisition-agnostic joint registration with SynthMorph,Hoffmann et al.,2024,Imaging Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/imag_a_00197,medium,auto-added 2020+ via OpenAlex; verify
